Ticker;Company;Currency;Price;Raw Price;EMA20;EMA50;EMA100;EMA200;Distance EMA20 %;Distance EMA50 %;1D %;1W %;1M %;3M %;6M %;RSI;52W High;52W High Raw;52W Low Raw;Distance 52W High %;Distance 52W Low %;Volatility 30D %;Beta;Volume Signal;RVOL;Volume Trend 10D;Dividend Yield %;Dividend Rate;Ex Dividend Date;Last Dividend Date;Next Earnings Date;Stop Loss Idea;Market Cap;Market Cap Class;Forward PE;Trailing PE;PEG Ratio;Revenue Growth;Revenue Growth Raw;Earnings Growth;Earnings Growth Raw;Profit Margin;Profit Margin Raw;Debt To Equity;Free Cashflow;Free Cashflow Raw;Operating Cashflow;Operating Cashflow Raw;Fundamental Score;Fundamental Rating;Fundamental Data Points;Fundamental Data Quality;Fundamental Pros;Fundamental Cons;Risk Level;Turnaround Candidate;Early Signal Score;Early Signal Label;Early Signal Details;Score;Rating;Reason;Sector;Industry;Liquidity;Exchange;Avg Dollar Volume;Relative Strength 1M;Relative Strength 3M;RS Percentile;RS Rating;Sector Avg 1M %;Market RS 1M;Market RS 3M;Smart Money Score;Smart Money Signal;Smart Money Details;Insider Buys 6M;Insider Sells 6M;Insider Net Value;Institutional %;Short % Float;Short Ratio;Swing Score;Swing Tier
AXON;Axon Enterprise, Inc.;USD;596.33 USD;596.33;549.52 USD;517.74 USD;500.23 USD;510.11 USD;8.52;15.18;4.43;3.55;5.4;54.55;23.32;58.79;818.69 USD;818.69;345.94;-27.16;72.38;5.39;1.397;NORMAL;1.4;13.32;0.0%;-;-;-;03.11.2026;507.38 USD;48444309504.0;Large Cap;56.39;249.51;4.51;35.3%;0.35;-18.2%;-0.18;6.19%;0.06;50.36;222.16 Mio.;222160000.0;265.81 Mio.;265808992.0;3;MIXED;8;OK;Umsatzwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Verschuldung moderat;Forward KGV sehr hoch | KGV sehr hoch | PEG Ratio hoch | Gewinnwachstum negativ;MEDIUM RISK;NO;1;-;EMA50 dreht nach oben;8;STRONG BUY;über EMA20, über EMA50, über EMA200, 1M positiv;DEFENSE;Aerospace & Defense;HOCH;NMS;650284149.0;-657.93;-133.44;42.6;🟡 Durchschnittlich;663.33;3.01;48.94;0;⚪ Nicht geprüft;-;0;0;;;;;32.8;⚪ Schwach
UAVS;AgEagle Aerial Systems, Inc.;USD;1.01 USD;1.01;0.78 USD;0.84 USD;0.93 USD;1.05 USD;28.91;20.51;9.78;40.28;27.85;-9.82;-3.81;72.59;2.89 USD;2.89;0.67;-65.05;50.75;6.18;2.764;HIGH;4.78;309.32;0.0%;-;-;-;12.08.2025;0.82 USD;59183092.0;Micro Cap;-;-;-;-61.6%;-0.62;-;-;-103.38%;-1.03;9.56;-8.23 Mio.;-8233502.0;-11.02 Mio.;-11024232.0;1;WEAK;4;OK;Verschuldung moderat;Umsatzwachstum negativ | Negative Gewinnmarge | Free Cashflow negativ;HIGH RISK;NO;3;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;4;HOLD;über EMA20, über EMA50, 1M positiv, kurzfristig heiß gelaufen, hohes Volumen, hohes Risiko, Early: MÖGLICHES SIGNAL, Fundamentaldaten schwach;TECHNOLOGY;Computer Hardware;MITTEL;ASE;2110191.0;26.6;-12.4;89.0;🟢 Top-Performer im Sektor;1.25;25.46;-15.43;0;⚪ Nicht geprüft;-;0;0;;;;;32.7;⚪ Schwach
PBR-A;Petroleo Brasileiro S.A. Petrob;USD;16.44 USD;16.44;16.3 USD;16.26 USD;16.18 USD;15.58 USD;0.86;1.09;2.37;-2.43;5.59;-13.55;16.22;52.77;19.73 USD;19.73;10.67;-16.68;54.1;1.75;-0.218;NORMAL;1.48;8.62;10.71%;1.76 USD;03.06.2026;03.06.2026;07.08.2025;15.94 USD;112556695552.0;Large Cap;6.68;4.06;4.02;0.4%;0.0;-7.2%;-0.07;21.6%;0.22;83.27;82.93 Mrd.;82932752384.0;194.97 Mrd.;194969993216.0;6;SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | Umsatzwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;PEG Ratio hoch | Gewinnwachstum negativ;LOW RISK;NO;2;-;EMA50 dreht nach oben | Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;7;STRONG BUY;über EMA20, über EMA50, über EMA200, 1M positiv, fundamental solide;ENERGY;Oil & Gas Integrated;HOCH;NYQ;135992568.0;-4.55;-17.91;24.1;🟡 Durchschnittlich;10.14;3.2;-19.16;0;⚪ Nicht geprüft;-;0;0;;;;;32.7;⚪ Schwach
ENGI.PA;ENGIE;EUR;26.25 EUR;26.25;26.72 EUR;26.85 EUR;26.46 EUR;25.44 EUR;-1.77;-2.22;-0.72;-2.13;-2.34;-4.41;7.59;43.17;28.11 EUR;28.11;16.52;-6.62;58.89;1.63;0.564;LOW;0.14;-13.28;5.14%;1.35 EUR;30.04.2026;30.04.2026;31.07.2026;26.31 EUR;66694066176.0;Large Cap;12.48;16.1;3.45;-3.6%;-0.04;14.3%;0.14;5.99%;0.06;143.77;-92.62 Mio.;-92625000.0;9.13 Mrd.;9132000256.0;3;MIXED;8;OK;Forward KGV im gesunden Bereich | KGV nicht übertrieben | Gewinnwachstum positiv | Gewinnmarge positiv | Dividende vorhanden;PEG Ratio hoch | Umsatzwachstum negativ | Free Cashflow negativ;LOW RISK;NO;2;-;EMA20-Squeeze / Kurs nähert sich von unten;2;AVOID;über EMA200;UTILITIES;Utilities - Diversified;HOCH;PAR;78127448.0;2.18;1.51;65.0;🔵 Überdurchschnittlich;-4.52;-4.73;-10.02;0;⚪ Nicht geprüft;-;0;0;;;;;32.5;⚪ Schwach
SENS;Senseonics Holdings, Inc.;USD;7.54 USD;7.54;5.58 USD;5.72 USD;6.03 USD;6.39 USD;35.1;31.88;7.41;44.31;40.15;40.67;2.86;77.77;11.3 USD;11.3;4.86;-33.27;55.14;7.34;0.972;HIGH;2.84;36.19;0.0%;-;-;-;04.11.2026;5.6 USD;398670336.0;Small Cap;-3.87;-;-;117.8%;1.18;-;-;-225.34%;-2.25;69.56;-59.24 Mio.;-59241624.0;-95.94 Mio.;-95945000.0;2;WEAK;5;OK;Umsatzwachstum positiv | Verschuldung moderat;Negative Gewinnmarge | Free Cashflow negativ;HIGH RISK;NO;1;-;EMA50 dreht nach oben;5;BUY;über EMA20, über EMA50, über EMA200, 1M positiv, kurzfristig heiß gelaufen, hohes Volumen, hohes Risiko, Fundamentaldaten schwach;HEALTHCARE;Medical Devices;HOCH;NMS;5200346.0;33.15;22.35;100.0;🟢 Top-Performer im Sektor;7.0;37.76;35.06;0;⚪ Nicht geprüft;-;0;0;;;;;32.5;⚪ Schwach
IRM;Iron Mountain Incorporated (Del;USD;121.56 USD;121.56;123.67 USD;123.21 USD;119.23 USD;113.2 USD;-1.71;-1.34;0.34;-2.03;0.04;-7.32;33.93;45.73;133.06 USD;133.06;77.69;-8.64;56.47;2.06;1.217;NORMAL;1.0;12.83;2.85%;3.46 USD;15.09.2026;15.06.2026;04.11.2026;120.74 USD;36188753920.0;Large Cap;44.5;86.21;2.7;18.5%;0.18;-;-;5.54%;0.06;-;-436.09 Mio.;-436093504.0;1.66 Mrd.;1655387008.0;1;WEAK;6;OK;Umsatzwachstum positiv | Gewinnmarge positiv | Dividende vorhanden;Forward KGV sehr hoch | KGV sehr hoch | Free Cashflow negativ;LOW RISK;NO;1;-;EMA50 dreht nach oben;5;BUY;über EMA200, 1M positiv, Fundamentaldaten schwach;REAL ESTATE;REIT - Specialty;HOCH;NYQ;215774470.0;0.78;-6.62;50.0;🟡 Durchschnittlich;-0.74;-2.35;-12.93;0;⚪ Nicht geprüft;-;0;0;;;;;32.5;⚪ Schwach
PATH;UiPath, Inc.;USD;15.59 USD;15.59;12.94 USD;12.02 USD;11.82 USD;12.09 USD;20.49;29.65;3.59;19.46;33.48;48.48;23.83;76.5;19.29 USD;19.29;9.38;-19.18;66.2;3.9;0.962;LOW;0.68;6.17;0.0%;-;-;-;03.09.2026;11.78 USD;8077494784.0;Mid Cap;17.2;25.15;0.54;17.3%;0.17;-;-;19.58%;0.2;4.36;511.55 Mio.;511553632.0;384.13 Mio.;384134016.0;7;VERY SOLID;7;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat;-;HIGH RISK;NO;1;-;EMA50 dreht nach oben;6;WATCH - OVERBOUGHT;über EMA20, über EMA50, über EMA200, 1M positiv, kurzfristig heiß gelaufen, hohes Risiko, fundamental solide;SOFTWARE;Software - Infrastructure;HOCH;NYQ;970368261.0;21.44;25.58;91.7;🟢 Top-Performer im Sektor;12.04;31.09;42.87;0;⚪ Nicht geprüft;-;0;0;;;;;32.5;⚪ Schwach
RIVN;Rivian Automotive, Inc.;USD;16.39 USD;16.39;16.28 USD;16.32 USD;16.15 USD;15.99 USD;0.66;0.43;2.44;6.74;-6.24;13.19;11.12;50.26;22.45 USD;22.45;11.93;-26.99;37.38;5.43;1.612;NORMAL;0.71;10.29;0.0%;-;-;-;30.07.2026;15.99 USD;23730434048.0;Large Cap;-9.17;-;-;27.2%;0.27;-;-;-54.95%;-0.55;104.41;-1.54 Mrd.;-1539374976.0;-1.84 Mrd.;-1844999936.0;1;WEAK;5;OK;Umsatzwachstum positiv;Negative Gewinnmarge | Free Cashflow negativ;MEDIUM RISK;NO;4;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone;6;BUY;über EMA20, über EMA50, über EMA200, Early: MÖGLICHES SIGNAL, Fundamentaldaten schwach;CONSUMER CYCLICAL;Auto Manufacturers;HOCH;NMS;556225857.0;-6.2;14.02;28.1;🟡 Durchschnittlich;-0.04;-8.63;7.58;0;⚪ Nicht geprüft;-;0;0;;;;;32.4;⚪ Schwach
MCO;Moody's Corporation;USD;478.14 USD;478.14;481.65 USD;474.45 USD;468.59 USD;468.72 USD;-0.73;0.78;0.08;-1.08;-1.88;6.83;-6.84;48.41;537.16 USD;537.16;410.36;-10.99;16.52;1.88;1.33;NORMAL;0.76;-2.61;0.86%;4.12 USD;14.08.2026;15.05.2026;21.10.2026;464.96 USD;82804760576.0;Large Cap;25.28;30.3;2.01;15.1%;0.15;56.7%;0.57;34.25%;0.34;240.68;2.58 Mrd.;2579124992.0;3.32 Mrd.;3319000064.0;4;MIXED;8;OK;Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Dividende vorhanden;Verschuldung hoch;LOW RISK;NO;3;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | EMA50 dreht nach oben;5;BUY;über EMA50, über EMA200, Early: MÖGLICHES SIGNAL;FINANCIALS;Financial Data & Stock Exchanges;HOCH;NYQ;472550065.0;-3.78;-1.84;29.7;🟡 Durchschnittlich;1.9;-4.27;1.22;0;⚪ Nicht geprüft;-;0;0;;;;;32.4;⚪ Schwach
AFL;AFLAC Incorporated;USD;121.94 USD;121.94;124.61 USD;121.62 USD;118.32 USD;115.4 USD;-2.15;0.26;-2.14;-3.76;0.02;8.09;11.06;43.85;129.55 USD;129.55;101.39;-5.87;20.27;1.16;0.595;HIGH;1.62;8.14;2.0%;2.44 USD;19.08.2026;20.05.2026;04.11.2026;119.19 USD;61133803520.0;Large Cap;16.14;13.44;1.18;-1.0%;-0.01;46.8%;0.47;26.91%;0.27;53.37;5.15 Mrd.;5152249856.0;2.65 Mrd.;2647000064.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Gewinnwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;Umsatzwachstum negativ;LOW RISK;NO;2;-;Leichte Vol.-Erhöhung in Seitwärtsphase | EMA50 dreht nach oben;5;BUY;über EMA50, über EMA200, 1M positiv, hohes Volumen, fundamental solide;FINANCIALS;Insurance - Life;HOCH;NYQ;296256522.0;-1.88;-0.58;39.1;🟡 Durchschnittlich;1.9;-2.37;2.48;0;⚪ Nicht geprüft;-;0;0;;;;;32.2;⚪ Schwach
TXT;Textron Inc.;USD;89.2 USD;89.2;89.44 USD;90.22 USD;90.48 USD;90.01 USD;-0.27;-1.13;-0.26;3.25;-1.88;-4.16;1.34;48.66;100.73 USD;100.73;77.51;-11.44;15.08;2.07;0.908;LOW;0.58;-15.06;0.09%;0.08 USD;11.09.2026;12.06.2026;22.10.2026;88.41 USD;15510896640.0;Large Cap;12.34;16.83;1.2;3.0%;0.03;5.2%;0.05;6.12%;0.06;52.28;452.75 Mio.;452750016.0;1.24 Mrd.;1236000000.0;7;VERY SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;-;LOW RISK;NO;5;EARLY SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone | Mögliche Bodenbildung nahe 52W-Tief;3;PRE-BREAKOUT;Early: EARLY SIGNAL, fundamental solide;DEFENSE;Aerospace & Defense;HOCH;NYQ;139436280.0;-665.21;-192.15;19.1;🔴 Schwächster im Sektor;663.33;-4.27;-9.77;1;🔵 Leicht positiv;hohe institutionelle Beteiligung;0;0;;93.98;4.39;3.99;32.2;⚪ Schwach
BEN;Franklin Resources, Inc.;USD;33.52 USD;33.52;33.62 USD;32.62 USD;30.82 USD;28.83 USD;-0.3;2.77;-0.74;-4.88;0.06;8.65;29.04;50.7;35.77 USD;35.77;20.39;-6.29;64.41;1.72;1.574;NORMAL;0.73;3.79;3.94%;1.32 USD;29.06.2026;29.06.2026;31.07.2026;31.96 USD;17030737920.0;Large Cap;10.65;22.96;0.38;14.3%;0.14;106.7%;1.07;8.72%;0.09;24.8;-2.99 Mrd.;-2990862592.0;277.8 Mio.;277800000.0;6;SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Verschuldung moderat | Dividende vorhanden;Free Cashflow negativ;LOW RISK;NO;1;-;EMA50 dreht nach oben;6;BUY;über EMA50, über EMA200, 1M positiv, fundamental solide;FINANCIALS;Asset Management;HOCH;NYQ;152193705.0;-1.84;-0.02;40.6;🟡 Durchschnittlich;1.9;-2.33;3.04;0;⚪ Nicht geprüft;-;0;0;;;;;32.2;⚪ Schwach
AAOI;Applied Optoelectronics, Inc.;USD;132.81 USD;132.81;117.27 USD;127.68 USD;125.95 USD;110.56 USD;13.25;4.02;-2.08;20.51;10.75;-25.61;204.54;55.62;223.1 USD;223.1;19.49;-40.47;581.43;9.57;3.787;HIGH;1.6;11.69;0.0%;-;-;-;05.11.2026;125.13 USD;11231640576.0;Large Cap;28.54;-;0.78;86.4%;0.86;-;-;-9.57%;-0.1;17.99;-887.05 Mio.;-887050112.0;-131.82 Mio.;-131820000.0;3;MIXED;6;OK;PEG Ratio attraktiv | Umsatzwachstum positiv | Verschuldung moderat;Negative Gewinnmarge | Free Cashflow negativ;HIGH RISK;NO;2;-;EMA50 dreht nach oben | Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;7;STRONG BUY;über EMA20, über EMA50, über EMA200, 1M positiv, hohes Volumen, hohes Risiko;TECHNOLOGY;Communication Equipment;HOCH;NGM;1615367499.0;9.5;-28.19;72.0;🔵 Überdurchschnittlich;1.25;8.36;-31.22;0;⚪ Nicht geprüft;-;0;0;;;;;32.1;⚪ Schwach
DKNG;DraftKings Inc.;USD;24.27 USD;24.27;23.95 USD;24.63 USD;25.3 USD;26.77 USD;1.32;-1.45;1.0;3.28;-8.33;1.46;-11.78;50.43;48.23 USD;48.23;20.72;-49.68;17.13;2.99;1.627;NORMAL;1.31;16.17;0.0%;-;-;-;05.11.2026;24.14 USD;12048940032.0;Large Cap;14.83;-;0.09;-4.6%;-0.05;-;-;-2.68%;-0.03;336.48;461.74 Mio.;461744736.0;670.95 Mio.;670950976.0;3;MIXED;6;OK;Forward KGV im gesunden Bereich | PEG Ratio attraktiv | Free Cashflow positiv;Umsatzwachstum negativ | Negative Gewinnmarge | Verschuldung hoch;LOW RISK;NO;5;EARLY SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone | Mögliche Bodenbildung nahe 52W-Tief;3;PRE-BREAKOUT;über EMA20, Early: EARLY SIGNAL;CONSUMER CYCLICAL;Gambling;HOCH;NMS;314666884.0;-8.29;2.29;18.8;🔴 Schwächster im Sektor;-0.04;-10.72;-4.15;1;🔵 Leicht positiv;hohe institutionelle Beteiligung;0;0;;78.18;8.16;3.49;32.1;⚪ Schwach
ONDS;Ondas Inc;USD;9.31 USD;9.31;8.22 USD;8.48 USD;8.94 USD;9.1 USD;13.25;9.81;2.2;11.23;28.24;-0.32;-10.14;61.66;14.01 USD;14.01;3.43;-33.55;171.43;5.77;2.75;NORMAL;0.81;6.62;0.0%;-;-;-;13.08.2026;8.31 USD;5305197568.0;Mid Cap;-232.75;103.44;-;1079.9%;10.8;-;-;251.92%;2.52;1.54;-15.65 Mio.;-15650777.0;-83.39 Mio.;-83385000.0;3;MIXED;6;OK;Umsatzwachstum positiv | Solide Gewinnmarge | Verschuldung moderat;KGV sehr hoch | Free Cashflow negativ;HIGH RISK;NO;1;-;EMA50 dreht nach oben;6;BUY;über EMA20, über EMA50, über EMA200, 1M positiv, hohes Risiko;TECHNOLOGY;Communication Equipment;HOCH;NCM;825401846.0;26.99;-2.9;90.2;🟢 Top-Performer im Sektor;1.25;25.85;-5.93;0;⚪ Nicht geprüft;-;0;0;;;;;32.1;⚪ Schwach
WOLF;Wolfspeed, Inc.;USD;29.3 USD;29.3;29.12 USD;34.74 USD;35.11 USD;32.63 USD;0.61;-15.67;-10.86;20.33;-16.97;-31.99;87.1;47.54;73.5 USD;73.5;14.8;-60.14;97.97;8.59;;NORMAL;1.03;7.32;0.0%;-;-;-;19.08.2026;34.05 USD;1522782464.0;Small Cap;-5.77;-;-;-19.0%;-0.19;-;-;-72.93%;-0.73;179.16;76.74 Mio.;76737504.0;-391.3 Mio.;-391300000.0;1;WEAK;5;OK;Free Cashflow positiv;Umsatzwachstum negativ | Negative Gewinnmarge;LOW RISK;NO;4;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone;4;HOLD;über EMA20, Early: MÖGLICHES SIGNAL, Fundamentaldaten schwach;SEMICONDUCTOR;Semiconductors;HOCH;NYQ;203328229.0;-8.12;-28.57;26.8;🟡 Durchschnittlich;-8.85;-19.36;-37.6;0;⚪ Nicht geprüft;-;0;0;;;;;32.0;⚪ Schwach
ZVRA;Zevra Therapeutics, Inc.;USD;11.48 USD;11.48;11.28 USD;11.63 USD;11.26 USD;10.7 USD;1.74;-1.33;-0.69;14.17;-14.01;2.04;27.56;50.05;14.75 USD;14.75;7.23;-22.17;58.78;5.78;0.923;LOW;0.53;16.75;0.0%;-;-;-;04.11.2026;11.4 USD;681725760.0;Small Cap;11.01;12.34;10.67;53.3%;0.53;-88.4%;-0.88;42.82%;0.43;0.69;48.38 Mio.;48381124.0;33.4 Mio.;33399000.0;6;SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | Umsatzwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Verschuldung moderat;PEG Ratio hoch | Gewinnwachstum negativ;LOW RISK;NO;4;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone;5;BUY;über EMA20, über EMA200, Early: MÖGLICHES SIGNAL, fundamental solide;BIOTECH;Biotechnology;HOCH;NMS;20438648.0;-13.54;-17.73;18.2;🔴 Schwächster im Sektor;-0.47;-16.4;-3.57;0;⚪ Nicht geprüft;-;0;0;;;;;32.0;⚪ Schwach
LI;Li Auto Inc.;USD;12.84 USD;12.84;12.86 USD;13.48 USD;14.74 USD;16.12 USD;-0.13;-4.77;-0.85;-2.13;6.12;-27.54;-22.79;48.81;26.69 USD;26.69;11.74;-51.89;9.37;2.29;0.554;LOW;0.66;-5.84;0.0%;-;-;-;27.08.2026;13.21 USD;12606153728.0;Large Cap;11.32;-;0.82;-11.4%;-0.11;-;-;-1.66%;-0.02;25.12;-15.6 Mrd.;-15601390592.0;-13.0 Mrd.;-13001422848.0;3;MIXED;6;OK;Forward KGV im gesunden Bereich | PEG Ratio attraktiv | Verschuldung moderat;Umsatzwachstum negativ | Negative Gewinnmarge | Free Cashflow negativ;LOW RISK;NO;1;-;Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;2;AVOID;1M positiv;CONSUMER CYCLICAL;Auto Manufacturers;HOCH;NMS;57408693.0;6.16;-26.71;73.4;🔵 Überdurchschnittlich;-0.04;3.73;-33.15;0;⚪ Nicht geprüft;-;0;0;;;;;32.0;⚪ Schwach
GS;Goldman Sachs Group, Inc. (The);USD;1034.51 USD;1034.51;1045.71 USD;1034.66 USD;997.22 USD;952.43 USD;-1.07;-0.01;-0.49;0.73;-1.96;10.85;11.67;47.69;1152.07 USD;1152.07;701.82;-10.2;47.4;2.75;1.288;NORMAL;0.86;3.22;1.93%;20.0 USD;01.09.2026;01.06.2026;13.10.2026;1013.97 USD;301219708928.0;Mega Cap;13.97;16.05;1.48;42.5%;0.42;92.3%;0.92;31.04%;0.31;725.38;-;-;-39.36 Mrd.;-39359000576.0;6;SOLID;7;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Solide Gewinnmarge | Dividende vorhanden;Verschuldung hoch;LOW RISK;NO;3;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | EMA50 dreht nach oben;5;BUY;über EMA200, Early: MÖGLICHES SIGNAL, fundamental solide;FINANCIALS;Capital Markets;HOCH;NYQ;2253054156.0;-3.86;2.18;28.1;🟡 Durchschnittlich;1.9;-4.35;5.24;0;⚪ Nicht geprüft;-;0;0;;;;;31.9;⚪ Schwach
UNH;UnitedHealth Group Incorporated;USD;408.74 USD;408.74;415.68 USD;407.04 USD;384.67 USD;362.86 USD;-1.67;0.42;0.41;-1.59;-3.74;11.92;44.38;45.32;436.35 USD;436.35;245.79;-6.33;66.3;1.6;0.632;LOW;0.58;-3.77;2.27%;9.28 USD;15.06.2026;15.06.2026;27.10.2026;398.9 USD;371194920960.0;Mega Cap;18.22;30.78;1.25;0.4%;0.0;61.5%;0.61;3.14%;0.03;69.21;22.76 Mrd.;22759749632.0;27.02 Mrd.;27017000960.0;6;SOLID;8;GOOD;Forward KGV im gesunden Bereich | PEG Ratio attraktiv | Umsatzwachstum positiv | Gewinnwachstum positiv | Gewinnmarge positiv | Free Cashflow positiv | Verschuldung moderat | Dividende vorhanden;-;LOW RISK;NO;3;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | EMA50 dreht nach oben;5;BUY;über EMA50, über EMA200, Early: MÖGLICHES SIGNAL, fundamental solide;HEALTHCARE;Healthcare Plans;HOCH;NYQ;2565807718.0;-10.74;-6.4;28.0;🟡 Durchschnittlich;7.0;-6.13;6.31;0;⚪ Nicht geprüft;-;0;0;;;;;31.9;⚪ Schwach
IBM;International Business Machines;USD;236.31 USD;236.31;232.58 USD;242.78 USD;249.1 USD;255.24 USD;1.6;-2.67;0.31;5.17;-17.23;6.21;-21.38;50.31;326.89 USD;326.89;204.3;-27.71;15.67;5.18;0.705;LOW;0.52;-3.45;2.86%;6.76 USD;10.08.2026;10.08.2026;21.10.2026;237.93 USD;222635769856.0;Mega Cap;17.94;21.01;2.41;1.1%;0.01;-1.8%;-0.02;15.52%;0.16;188.97;12.05 Mrd.;12049750016.0;14.89 Mrd.;14887999488.0;5;SOLID;8;GOOD;Forward KGV im gesunden Bereich | KGV nicht übertrieben | Umsatzwachstum positiv | Solide Gewinnmarge | Free Cashflow positiv | Dividende vorhanden;Gewinnwachstum negativ;LOW RISK;NO;6;EARLY SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | RSI erholt sich aus überverkaufter Zone | Bodenbildung: nahe 52W-Tief mit positiver Kursdrehung;3;PRE-BREAKOUT;über EMA20, Early: EARLY SIGNAL, fundamental solide;TECHNOLOGY;Information Technology Services;HOCH;NYQ;2687735352.0;-18.48;3.63;14.6;🔴 Schwächster im Sektor;1.25;-19.62;0.6;0;⚪ Keine Daten;-;0;0;;65.97;3.9;2.75;31.9;⚪ Schwach
UUUU;Energy Fuels Inc;USD;14.29 USD;14.29;12.77 USD;14.06 USD;15.7 USD;16.72 USD;11.93;1.64;1.06;17.61;5.23;-39.24;-36.32;59.52;27.72 USD;27.72;8.47;-48.45;68.71;4.43;1.573;NORMAL;0.93;5.86;0.0%;-;-;-;02.11.2026;13.78 USD;3571999744.0;Mid Cap;29.46;-;-;496.1%;4.96;-;-;-77.3%;-0.77;85.13;-87.71 Mio.;-87706128.0;-62.46 Mio.;-62457000.0;2;WEAK;5;OK;Umsatzwachstum positiv | Verschuldung moderat;Negative Gewinnmarge | Free Cashflow negativ;MEDIUM RISK;YES;3;MÖGLICHES SIGNAL;EMA20-Squeeze / Kurs nähert sich von unten | Momentum-Divergenz: 1M dreht positiv nach langem Abschwung;5;TURNAROUND;über EMA20, über EMA50, 1M positiv, mögliche Trendwende, Early: MÖGLICHES SIGNAL, Fundamentaldaten schwach;URANIUM;Uranium;HOCH;ASE;129717518.0;-4.75;-17.31;44.4;🟡 Durchschnittlich;9.98;2.84;-44.85;0;⚪ Nicht geprüft;-;0;0;;;;;31.8;⚪ Schwach
ROBO;ROBO Global Robotics and Automa;USD;83.46 USD;83.46;81.4 USD;81.57 USD;80.37 USD;77.98 USD;2.53;2.32;-1.16;2.8;0.6;-1.37;15.31;55.79;90.34 USD;90.34;62.08;-7.62;34.44;2.12;;NORMAL;0.98;10.03;0.0%;-;-;-;-;79.93 USD;;UNKNOWN;-;31.53;-;-;-;-;-;-;-;-;-;-;-;-;0;UNKNOWN;1;LOW;-;Fundamentaldaten unvollständig;LOW RISK;NO;2;-;Leichte Vol.-Erhöhung in Seitwärtsphase | EMA50 dreht nach oben;7;STRONG BUY;über EMA20, über EMA50, über EMA200, 1M positiv, Fundamentaldaten unvollständig;OTHER;-;HOCH;PCX;20046925.0;-4.38;-7.64;21.1;🟡 Durchschnittlich;4.98;-1.79;-6.98;0;⚪ Nicht geprüft;-;0;0;;;;;31.8;⚪ Schwach
